caseid,task,user,time:timestamp,start:timestamp,role,ac_index,rl_index
845,Z,JKL-000001,2020-08-21 22:03:56.106,2020-08-21 19:43:02.569,Role 4,29.0,4.0
845,AA,JKL-000003,2020-08-21 22:14:30.707,2020-08-21 22:03:56.106,Role 4,2.0,4.0
845,R,DEF-000002,2020-08-22 00:51:35.131,2020-08-21 22:14:30.707,Role 2,22.0,2.0
845,S,DEF-000002,2020-08-22 00:57:05.912,2020-08-22 00:51:35.131,Role 2,23.0,2.0
845,T,DEF-000002,2020-08-22 01:18:17.364,2020-08-22 00:57:05.912,Role 2,24.0,2.0
845,I,ABC-000001,2020-08-22 01:19:17.364,2020-08-22 01:18:17.364,Role 5,13.0,5.0
845,J,ABC-000001,2020-08-22 01:46:30.486,2020-08-22 01:19:17.364,Role 5,14.0,5.0
845,K,ABC-000001,2020-08-22 01:46:32.486,2020-08-22 01:46:30.486,Role 5,15.0,5.0
845,N,ABC-000001,2020-08-22 01:47:01.933,2020-08-22 01:46:32.486,Role 5,18.0,5.0
845,Y,JKL-000003,2020-08-22 01:49:34.437,2020-08-22 01:47:01.933,Role 4,28.0,4.0
845,Z,JKL-000002,2020-08-22 02:38:28.315,2020-08-22 01:49:34.437,Role 4,29.0,4.0
845,AA,JKL-000003,2020-08-22 02:53:36.968,2020-08-22 02:38:28.315,Role 4,2.0,4.0
845,R,DEF-000002,2020-08-22 05:21:41.777,2020-08-22 02:57:16.339,Role 2,22.0,2.0
845,S,DEF-000001,2020-08-22 05:24:16.181,2020-08-22 05:21:41.777,Role 2,23.0,2.0
845,T,DEF-000003,2020-08-22 05:25:50.797,2020-08-22 05:24:16.181,Role 2,24.0,2.0
846,A,ABC-000001,2020-08-21 15:32:42.082,2020-08-21 15:05:40.554,Role 5,1.0,5.0
846,B,ABC-000001,2020-08-21 16:00:00.760,2020-08-21 15:48:16.428,Role 5,3.0,5.0
846,E,ABC-000001,2020-08-21 16:26:06.791,2020-08-21 16:19:04.440,Role 5,9.0,5.0
846,F,ABC-000001,2020-08-21 16:31:37.812,2020-08-21 16:26:06.791,Role 5,10.0,5.0
846,C,ABC-000001,2020-08-21 16:33:14.673,2020-08-21 16:31:37.812,Role 5,5.0,5.0
846,D,ABC-000001,2020-08-21 16:43:37.478,2020-08-21 16:33:14.673,Role 5,7.0,5.0
846,H,ABC-000001,2020-08-21 17:05:08.283,2020-08-21 16:43:37.478,Role 5,12.0,5.0
846,G,ABC-000001,2020-08-21 17:06:07.122,2020-08-21 17:05:08.283,Role 5,11.0,5.0
846,I,ABC-000001,2020-08-21 18:50:46.434,2020-08-21 18:49:46.434,Role 5,13.0,5.0
846,J,ABC-000001,2020-08-21 20:12:49.287,2020-08-21 20:00:26.747,Role 5,14.0,5.0
846,K,ABC-000001,2020-08-21 21:35:18.678,2020-08-21 21:35:16.678,Role 5,15.0,5.0
846,M,ABC-000001,2020-08-21 22:53:38.040,2020-08-21 22:49:15.423,Role 5,17.0,5.0
846,U,GHI-000003,2020-08-21 23:01:57.073,2020-08-21 22:53:38.040,Role 1,25.0,1.0
846,V,GHI-000002,2020-08-22 00:27:52.991,2020-08-21 23:01:57.073,Role 1,26.0,1.0
846,X,GHI-000002,2020-08-22 00:46:59.247,2020-08-22 00:39:39.248,Role 1,27.0,1.0
846,R,DEF-000003,2020-08-22 03:29:19.040,2020-08-22 00:46:59.247,Role 2,22.0,2.0
846,S,DEF-000001,2020-08-22 03:55:44.115,2020-08-22 03:54:05.543,Role 2,23.0,2.0
846,T,DEF-000001,2020-08-22 04:19:15.845,2020-08-22 04:10:26.718,Role 2,24.0,2.0
846,I,ABC-000001,2020-08-22 04:20:15.845,2020-08-22 04:19:15.845,Role 5,13.0,5.0
846,J,ABC-000001,2020-08-22 04:37:50.580,2020-08-22 04:20:15.845,Role 5,14.0,5.0
846,K,ABC-000001,2020-08-22 04:38:52.580,2020-08-22 04:38:50.580,Role 5,15.0,5.0
846,O,ABC-000001,2020-08-22 05:36:30.110,2020-08-22 04:51:59.946,Role 5,19.0,5.0
846,BB,MNO-000002,2020-08-22 05:52:29.058,2020-08-22 05:36:30.110,Role 3,4.0,3.0
846,L,ABC-000001,2020-08-22 05:54:25.474,2020-08-22 05:36:30.110,Role 5,16.0,5.0
846,CC,MNO-000003,2020-08-22 08:16:46.569,2020-08-22 05:52:29.058,Role 3,6.0,3.0
846,DD,MNO-000001,2020-08-22 08:18:27.751,2020-08-22 08:16:46.569,Role 3,8.0,3.0
846,R,DEF-000001,2020-08-22 08:58:16.243,2020-08-22 08:18:27.751,Role 2,22.0,2.0
846,S,DEF-000002,2020-08-22 09:26:21.019,2020-08-22 08:58:16.243,Role 2,23.0,2.0
846,T,DEF-000001,2020-08-22 09:28:59.349,2020-08-22 09:26:21.019,Role 2,24.0,2.0
847,A,ABC-000001,2020-08-21 16:05:54.275,2020-08-21 16:01:00.760,Role 5,1.0,5.0
847,B,ABC-000001,2020-08-21 17:27:26.239,2020-08-21 17:12:30.672,Role 5,3.0,5.0
847,E,ABC-000001,2020-08-21 18:30:54.971,2020-08-21 18:21:24.045,Role 5,9.0,5.0
847,F,ABC-000001,2020-08-21 18:31:31.496,2020-08-21 18:30:54.971,Role 5,10.0,5.0
847,C,ABC-000001,2020-08-21 18:36:02.677,2020-08-21 18:31:31.496,Role 5,5.0,5.0
847,D,ABC-000001,2020-08-21 18:36:52.518,2020-08-21 18:36:02.677,Role 5,7.0,5.0
847,H,ABC-000001,2020-08-21 18:40:41.010,2020-08-21 18:36:52.518,Role 5,12.0,5.0
847,G,ABC-000001,2020-08-21 18:49:46.434,2020-08-21 18:40:41.010,Role 5,11.0,5.0
847,I,ABC-000001,2020-08-21 20:13:49.287,2020-08-21 20:12:49.287,Role 5,13.0,5.0
847,J,ABC-000001,2020-08-21 21:38:39.518,2020-08-21 21:35:18.678,Role 5,14.0,5.0
847,K,ABC-000001,2020-08-21 22:53:40.040,2020-08-21 22:53:38.040,Role 5,15.0,5.0
847,L,ABC-000001,2020-08-21 23:24:20.616,2020-08-21 23:19:01.886,Role 5,16.0,5.0
847,N,ABC-000001,2020-08-21 23:42:25.553,2020-08-21 23:24:20.616,Role 5,18.0,5.0
847,Y,JKL-000002,2020-08-21 23:43:04.768,2020-08-21 23:42:25.553,Role 4,28.0,4.0
847,Z,JKL-000001,2020-08-22 04:29:56.972,2020-08-21 23:43:04.768,Role 4,29.0,4.0
847,AA,JKL-000002,2020-08-22 04:32:50.589,2020-08-22 04:29:56.972,Role 4,2.0,4.0
847,R,DEF-000001,2020-08-22 04:48:53.340,2020-08-22 04:32:50.589,Role 2,22.0,2.0
847,S,DEF-000001,2020-08-22 04:52:05.355,2020-08-22 04:48:53.340,Role 2,23.0,2.0
847,T,DEF-000001,2020-08-22 04:53:26.395,2020-08-22 04:52:05.355,Role 2,24.0,2.0
847,I,ABC-000001,2020-08-22 05:55:27.474,2020-08-22 05:54:27.474,Role 5,13.0,5.0
847,J,ABC-000001,2020-08-22 06:27:12.740,2020-08-22 06:17:26.555,Role 5,14.0,5.0
847,K,ABC-000001,2020-08-22 06:38:32.948,2020-08-22 06:38:30.948,Role 5,15.0,5.0
847,L,ABC-000001,2020-08-22 07:06:35.802,2020-08-22 06:38:34.948,Role 5,16.0,5.0
848,A,ABC-000001,2020-08-21 18:13:18.394,2020-08-21 17:48:28.797,Role 5,1.0,5.0
848,B,ABC-000001,2020-08-21 19:13:58.606,2020-08-21 19:09:17.456,Role 5,3.0,5.0
848,E,ABC-000001,2020-08-21 20:18:05.031,2020-08-21 20:13:49.287,Role 5,9.0,5.0
848,F,ABC-000001,2020-08-21 20:21:00.553,2020-08-21 20:18:05.031,Role 5,10.0,5.0
848,C,ABC-000001,2020-08-21 20:25:55.208,2020-08-21 20:21:00.553,Role 5,5.0,5.0
848,D,ABC-000001,2020-08-21 20:31:46.871,2020-08-21 20:25:55.208,Role 5,7.0,5.0
848,H,ABC-000001,2020-08-21 20:47:54.936,2020-08-21 20:31:46.871,Role 5,12.0,5.0
848,G,ABC-000001,2020-08-21 20:55:20.947,2020-08-21 20:47:54.936,Role 5,11.0,5.0
848,I,ABC-000001,2020-08-21 22:49:15.423,2020-08-21 22:48:15.423,Role 5,13.0,5.0
848,J,ABC-000001,2020-08-21 23:19:01.886,2020-08-21 22:58:30.241,Role 5,14.0,5.0
848,K,ABC-000001,2020-08-21 23:46:30.977,2020-08-21 23:46:28.977,Role 5,15.0,5.0
848,M,ABC-000001,2020-08-21 23:58:44.465,2020-08-21 23:56:55.705,Role 5,17.0,5.0
848,U,GHI-000003,2020-08-21 23:59:15.156,2020-08-21 23:58:44.465,Role 1,25.0,1.0
848,V,GHI-000003,2020-08-22 02:31:29.611,2020-08-21 23:59:15.156,Role 1,26.0,1.0
848,X,GHI-000003,2020-08-22 02:39:29.468,2020-08-22 02:31:29.611,Role 1,27.0,1.0
848,R,DEF-000002,2020-08-22 02:57:16.339,2020-08-22 02:39:29.468,Role 2,22.0,2.0
848,S,DEF-000001,2020-08-22 03:54:05.543,2020-08-22 03:33:10.014,Role 2,23.0,2.0
848,T,DEF-000001,2020-08-22 04:10:26.718,2020-08-22 04:00:11.495,Role 2,24.0,2.0
848,I,ABC-000001,2020-08-22 04:11:26.718,2020-08-22 04:10:26.718,Role 5,13.0,5.0
848,J,ABC-000001,2020-08-22 04:12:52.290,2020-08-22 04:11:26.718,Role 5,14.0,5.0
848,K,ABC-000001,2020-08-22 04:12:54.290,2020-08-22 04:12:52.290,Role 5,15.0,5.0
848,N,ABC-000001,2020-08-22 04:13:11.219,2020-08-22 04:12:54.290,Role 5,18.0,5.0
848,Y,JKL-000002,2020-08-22 04:29:11.206,2020-08-22 04:13:11.219,Role 4,28.0,4.0
848,Z,JKL-000003,2020-08-22 06:50:53.856,2020-08-22 04:29:11.206,Role 4,29.0,4.0
848,AA,JKL-000001,2020-08-22 06:52:29.877,2020-08-22 06:50:53.856,Role 4,2.0,4.0
848,R,DEF-000001,2020-08-22 07:39:15.731,2020-08-22 06:52:29.877,Role 2,22.0,2.0
848,S,DEF-000001,2020-08-22 07:55:35.529,2020-08-22 07:39:15.731,Role 2,23.0,2.0
848,T,DEF-000003,2020-08-22 07:59:53.724,2020-08-22 07:55:35.529,Role 2,24.0,2.0
849,A,ABC-000001,2020-08-21 18:21:24.045,2020-08-21 18:13:20.394,Role 5,1.0,5.0
849,B,ABC-000001,2020-08-21 20:00:26.747,2020-08-21 19:44:18.516,Role 5,3.0,5.0
849,E,ABC-000001,2020-08-21 20:56:26.243,2020-08-21 20:55:49.558,Role 5,9.0,5.0
849,F,ABC-000001,2020-08-21 20:56:46.620,2020-08-21 20:56:26.243,Role 5,10.0,5.0
849,C,ABC-000001,2020-08-21 21:06:31.179,2020-08-21 20:56:46.620,Role 5,5.0,5.0
849,D,ABC-000001,2020-08-21 21:20:23.993,2020-08-21 21:06:31.179,Role 5,7.0,5.0
849,H,ABC-000001,2020-08-21 21:23:32.637,2020-08-21 21:20:23.993,Role 5,12.0,5.0
849,G,ABC-000001,2020-08-21 21:35:16.678,2020-08-21 21:23:32.637,Role 5,11.0,5.0
849,I,ABC-000001,2020-08-21 22:58:30.241,2020-08-21 22:57:30.241,Role 5,13.0,5.0
849,J,ABC-000001,2020-08-21 23:45:28.977,2020-08-21 23:42:27.553,Role 5,14.0,5.0
849,K,ABC-000001,2020-08-21 23:55:12.725,2020-08-21 23:55:10.725,Role 5,15.0,5.0
849,L,ABC-000001,2020-08-22 00:07:36.076,2020-08-21 23:58:44.465,Role 5,16.0,5.0
850,A,ABC-000001,2020-08-21 19:44:18.516,2020-08-21 19:36:04.785,Role 5,1.0,5.0
850,B,ABC-000001,2020-08-21 20:55:49.558,2020-08-21 20:55:20.947,Role 5,3.0,5.0
850,E,ABC-000001,2020-08-21 22:22:46.348,2020-08-21 21:39:39.518,Role 5,9.0,5.0
850,F,ABC-000001,2020-08-21 22:31:37.611,2020-08-21 22:22:46.348,Role 5,10.0,5.0
850,C,ABC-000001,2020-08-21 22:33:16.247,2020-08-21 22:31:37.611,Role 5,5.0,5.0
850,D,ABC-000001,2020-08-21 22:34:16.181,2020-08-21 22:33:16.247,Role 5,7.0,5.0
850,H,ABC-000001,2020-08-21 22:37:16.568,2020-08-21 22:34:16.181,Role 5,12.0,5.0
850,G,ABC-000001,2020-08-21 22:48:15.423,2020-08-21 22:37:16.568,Role 5,11.0,5.0
850,I,ABC-000001,2020-08-21 23:46:28.977,2020-08-21 23:45:28.977,Role 5,13.0,5.0
850,J,ABC-000001,2020-08-21 23:56:55.705,2020-08-21 23:55:12.725,Role 5,14.0,5.0
850,K,ABC-000001,2020-08-22 00:07:38.076,2020-08-22 00:07:36.076,Role 5,15.0,5.0
850,M,ABC-000001,2020-08-22 00:25:43.688,2020-08-22 00:07:38.076,Role 5,17.0,5.0
850,U,GHI-000002,2020-08-22 00:39:39.248,2020-08-22 00:27:52.991,Role 1,25.0,1.0
850,V,GHI-000002,2020-08-22 06:48:52.475,2020-08-22 00:46:59.247,Role 1,26.0,1.0
850,X,GHI-000001,2020-08-22 06:49:27.540,2020-08-22 06:48:52.475,Role 1,27.0,1.0
850,R,DEF-000002,2020-08-22 07:27:03.426,2020-08-22 06:49:27.540,Role 2,22.0,2.0
850,S,DEF-000003,2020-08-22 07:40:23.514,2020-08-22 07:27:03.426,Role 2,23.0,2.0
850,T,DEF-000003,2020-08-22 07:47:06.035,2020-08-22 07:40:23.514,Role 2,24.0,2.0
850,I,ABC-000001,2020-08-22 07:48:06.035,2020-08-22 07:47:06.035,Role 5,13.0,5.0
850,J,ABC-000001,2020-08-22 07:55:27.327,2020-08-22 07:48:06.035,Role 5,14.0,5.0
850,K,ABC-000001,2020-08-22 07:55:29.327,2020-08-22 07:55:27.327,Role 5,15.0,5.0
850,O,ABC-000001,2020-08-22 07:57:17.917,2020-08-22 07:55:29.327,Role 5,19.0,5.0
850,BB,MNO-000001,2020-08-22 08:05:15.454,2020-08-22 07:57:17.917,Role 3,4.0,3.0
850,CC,MNO-000002,2020-08-22 08:20:23.178,2020-08-22 08:05:15.454,Role 3,6.0,3.0
850,DD,MNO-000003,2020-08-22 08:21:04.582,2020-08-22 08:20:23.178,Role 3,8.0,3.0
850,R,DEF-000003,2020-08-22 09:17:23.117,2020-08-22 08:21:04.582,Role 2,22.0,2.0
850,S,DEF-000001,2020-08-22 09:18:02.855,2020-08-22 09:17:23.117,Role 2,23.0,2.0
850,T,DEF-000003,2020-08-22 09:19:32.569,2020-08-22 09:18:02.855,Role 2,24.0,2.0
851,A,ABC-000001,2020-08-24 12:08:45.333,2020-08-24 12:04:57.880,Role 5,1.0,5.0
851,B,ABC-000001,2020-08-24 12:08:56.819,2020-08-24 12:08:45.333,Role 5,3.0,5.0
851,E,ABC-000001,2020-08-24 12:17:06.474,2020-08-24 12:08:56.819,Role 5,9.0,5.0
851,F,ABC-000001,2020-08-24 12:17:52.551,2020-08-24 12:17:06.474,Role 5,10.0,5.0
851,C,ABC-000001,2020-08-24 12:20:12.414,2020-08-24 12:17:52.551,Role 5,5.0,5.0
851,D,ABC-000001,2020-08-24 12:44:07.720,2020-08-24 12:20:12.414,Role 5,7.0,5.0
851,H,ABC-000001,2020-08-24 13:24:13.560,2020-08-24 12:44:07.720,Role 5,12.0,5.0
851,G,ABC-000001,2020-08-24 13:29:11.580,2020-08-24 13:24:13.560,Role 5,11.0,5.0
851,I,ABC-000001,2020-08-24 13:52:19.410,2020-08-24 13:51:19.410,Role 5,13.0,5.0
851,J,ABC-000001,2020-08-24 13:54:00.844,2020-08-24 13:52:19.410,Role 5,14.0,5.0
851,K,ABC-000001,2020-08-24 13:54:02.844,2020-08-24 13:54:00.844,Role 5,15.0,5.0
851,O,ABC-000001,2020-08-24 13:54:15.868,2020-08-24 13:54:02.844,Role 5,19.0,5.0
851,BB,MNO-000001,2020-08-24 14:19:15.714,2020-08-24 13:54:15.868,Role 3,4.0,3.0
851,CC,MNO-000002,2020-08-24 15:36:20.974,2020-08-24 14:19:15.714,Role 3,6.0,3.0
851,DD,MNO-000003,2020-08-24 15:38:15.880,2020-08-24 15:36:20.974,Role 3,8.0,3.0
851,R,DEF-000003,2020-08-24 16:55:06.334,2020-08-24 15:38:15.880,Role 2,22.0,2.0
851,S,DEF-000002,2020-08-24 17:00:20.867,2020-08-24 16:55:06.334,Role 2,23.0,2.0
851,T,DEF-000001,2020-08-24 17:16:10.643,2020-08-24 17:00:20.867,Role 2,24.0,2.0
852,A,ABC-000001,2020-08-24 15:21:58.413,2020-08-24 15:16:21.042,Role 5,1.0,5.0
852,B,ABC-000001,2020-08-24 15:34:42.665,2020-08-24 15:21:58.413,Role 5,3.0,5.0
852,E,ABC-000001,2020-08-24 15:43:29.453,2020-08-24 15:40:21.294,Role 5,9.0,5.0
852,F,ABC-000001,2020-08-24 15:48:11.729,2020-08-24 15:43:29.453,Role 5,10.0,5.0
852,C,ABC-000001,2020-08-24 15:48:13.412,2020-08-24 15:48:11.729,Role 5,5.0,5.0
852,D,ABC-000001,2020-08-24 15:52:56.505,2020-08-24 15:48:13.412,Role 5,7.0,5.0
852,H,ABC-000001,2020-08-24 15:54:06.291,2020-08-24 15:52:56.505,Role 5,12.0,5.0
852,G,ABC-000001,2020-08-24 15:55:34.257,2020-08-24 15:54:06.291,Role 5,11.0,5.0
852,I,ABC-000001,2020-08-24 16:57:33.849,2020-08-24 16:56:33.849,Role 5,13.0,5.0
852,J,ABC-000001,2020-08-24 18:12:09.412,2020-08-24 18:01:33.119,Role 5,14.0,5.0
852,K,ABC-000001,2020-08-24 18:34:35.472,2020-08-24 18:34:33.472,Role 5,15.0,5.0
852,O,ABC-000001,2020-08-24 20:11:47.590,2020-08-24 20:01:00.289,Role 5,19.0,5.0
852,BB,MNO-000001,2020-08-24 20:17:21.942,2020-08-24 20:11:47.590,Role 3,4.0,3.0
852,N,ABC-000001,2020-08-24 20:40:24.610,2020-08-24 20:11:47.590,Role 5,18.0,5.0
852,CC,MNO-000002,2020-08-24 21:43:17.148,2020-08-24 20:17:21.942,Role 3,6.0,3.0
852,Y,JKL-000002,2020-08-24 20:45:26.886,2020-08-24 20:40:24.610,Role 4,28.0,4.0
852,Z,JKL-000003,2020-08-24 21:47:44.308,2020-08-24 20:45:26.886,Role 4,29.0,4.0
852,DD,MNO-000003,2020-08-24 21:50:11.721,2020-08-24 21:43:17.148,Role 3,8.0,3.0
852,AA,JKL-000001,2020-08-24 22:02:45.078,2020-08-24 21:47:44.308,Role 4,2.0,4.0
852,R,DEF-000003,2020-08-24 23:05:53.402,2020-08-24 22:02:45.078,Role 2,22.0,2.0
852,S,DEF-000002,2020-08-24 23:13:03.557,2020-08-24 23:05:53.402,Role 2,23.0,2.0
852,T,DEF-000001,2020-08-24 23:16:09.739,2020-08-24 23:13:03.557,Role 2,24.0,2.0
853,A,ABC-000001,2020-08-24 15:40:21.294,2020-08-24 15:34:42.665,Role 5,1.0,5.0
853,B,ABC-000001,2020-08-24 16:00:59.900,2020-08-24 15:55:34.257,Role 5,3.0,5.0
853,E,ABC-000001,2020-08-24 16:09:04.508,2020-08-24 16:05:42.557,Role 5,9.0,5.0
853,F,ABC-000001,2020-08-24 16:09:45.842,2020-08-24 16:09:04.508,Role 5,10.0,5.0
853,C,ABC-000001,2020-08-24 16:18:15.687,2020-08-24 16:09:45.842,Role 5,5.0,5.0
853,D,ABC-000001,2020-08-24 16:30:23.430,2020-08-24 16:18:15.687,Role 5,7.0,5.0
853,H,ABC-000001,2020-08-24 16:34:16.099,2020-08-24 16:30:23.430,Role 5,12.0,5.0
853,G,ABC-000001,2020-08-24 16:35:09.168,2020-08-24 16:34:16.099,Role 5,11.0,5.0
853,I,ABC-000001,2020-08-24 18:26:09.157,2020-08-24 18:25:09.157,Role 5,13.0,5.0
853,J,ABC-000001,2020-08-24 19:42:17.378,2020-08-24 19:25:56.122,Role 5,14.0,5.0
853,K,ABC-000001,2020-08-24 21:45:28.829,2020-08-24 21:45:26.829,Role 5,15.0,5.0
853,O,ABC-000001,2020-08-24 23:58:31.391,2020-08-24 23:53:42.073,Role 5,19.0,5.0
853,BB,MNO-000001,2020-08-24 23:59:44.985,2020-08-24 23:58:31.391,Role 3,4.0,3.0
853,CC,MNO-000002,2020-08-25 06:34:06.731,2020-08-24 23:59:44.985,Role 3,6.0,3.0
853,DD,MNO-000003,2020-08-25 06:47:26.890,2020-08-25 06:34:06.731,Role 3,8.0,3.0
853,R,DEF-000002,2020-08-25 08:39:30.482,2020-08-25 06:47:26.890,Role 2,22.0,2.0
853,S,DEF-000001,2020-08-25 08:42:17.398,2020-08-25 08:39:30.482,Role 2,23.0,2.0
853,T,DEF-000002,2020-08-25 09:00:43.106,2020-08-25 08:42:17.398,Role 2,24.0,2.0
853,I,ABC-000001,2020-08-25 09:01:43.106,2020-08-25 09:00:43.106,Role 5,13.0,5.0
853,J,ABC-000001,2020-08-25 09:11:38.243,2020-08-25 09:01:43.106,Role 5,14.0,5.0
853,K,ABC-000001,2020-08-25 09:11:40.243,2020-08-25 09:11:38.243,Role 5,15.0,5.0
853,L,ABC-000001,2020-08-25 09:21:30.887,2020-08-25 09:11:40.243,Role 5,16.0,5.0
855,A,ABC-000001,2020-08-24 18:25:09.157,2020-08-24 18:12:09.412,Role 5,1.0,5.0
855,B,ABC-000001,2020-08-24 18:43:43.390,2020-08-24 18:34:35.472,Role 5,3.0,5.0
855,E,ABC-000001,2020-08-24 20:53:59.397,2020-08-24 20:40:24.610,Role 5,9.0,5.0
855,F,ABC-000001,2020-08-24 20:54:18.750,2020-08-24 20:53:59.397,Role 5,10.0,5.0
855,C,ABC-000001,2020-08-24 21:12:49.876,2020-08-24 20:54:18.750,Role 5,5.0,5.0
855,D,ABC-000001,2020-08-24 21:16:53.830,2020-08-24 21:12:49.876,Role 5,7.0,5.0
855,H,ABC-000001,2020-08-24 21:42:21.921,2020-08-24 21:16:53.830,Role 5,12.0,5.0
855,G,ABC-000001,2020-08-24 21:44:59.906,2020-08-24 21:42:21.921,Role 5,11.0,5.0
855,I,ABC-000001,2020-08-24 23:59:31.391,2020-08-24 23:58:31.391,Role 5,13.0,5.0
855,J,ABC-000001,2020-08-25 00:25:44.366,2020-08-25 00:18:40.387,Role 5,14.0,5.0
855,K,ABC-000001,2020-08-25 00:28:27.034,2020-08-25 00:28:25.034,Role 5,15.0,5.0
855,N,ABC-000001,2020-08-25 00:32:07.413,2020-08-25 00:29:31.034,Role 5,18.0,5.0
855,Y,JKL-000001,2020-08-25 00:55:33.993,2020-08-25 00:32:07.413,Role 4,28.0,4.0
855,Z,JKL-000003,2020-08-25 01:26:03.653,2020-08-25 00:55:33.993,Role 4,29.0,4.0
855,AA,JKL-000001,2020-08-25 01:26:16.533,2020-08-25 01:26:03.653,Role 4,2.0,4.0
855,R,DEF-000003,2020-08-25 07:36:04.644,2020-08-25 01:26:16.533,Role 2,22.0,2.0
855,S,DEF-000001,2020-08-25 07:45:16.300,2020-08-25 07:36:04.644,Role 2,23.0,2.0
855,T,DEF-000001,2020-08-25 07:49:39.615,2020-08-25 07:45:16.300,Role 2,24.0,2.0
856,A,ABC-000001,2020-08-24 18:28:47.788,2020-08-24 18:26:09.157,Role 5,1.0,5.0
856,B,ABC-000001,2020-08-24 19:46:31.739,2020-08-24 19:42:17.378,Role 5,3.0,5.0
856,E,ABC-000001,2020-08-24 21:54:01.598,2020-08-24 21:45:28.829,Role 5,9.0,5.0
856,F,ABC-000001,2020-08-24 21:55:45.858,2020-08-24 21:54:01.598,Role 5,10.0,5.0
856,C,ABC-000001,2020-08-24 21:57:05.660,2020-08-24 21:55:45.858,Role 5,5.0,5.0
856,D,ABC-000001,2020-08-24 22:01:22.923,2020-08-24 21:57:05.660,Role 5,7.0,5.0
856,H,ABC-000001,2020-08-24 22:18:57.471,2020-08-24 22:01:22.923,Role 5,12.0,5.0
856,G,ABC-000001,2020-08-24 22:25:42.681,2020-08-24 22:18:57.471,Role 5,11.0,5.0
856,I,ABC-000001,2020-08-25 00:17:40.387,2020-08-25 00:16:40.387,Role 5,13.0,5.0
856,J,ABC-000001,2020-08-25 00:26:43.414,2020-08-25 00:25:44.366,Role 5,14.0,5.0
856,K,ABC-000001,2020-08-25 00:29:29.034,2020-08-25 00:29:27.034,Role 5,15.0,5.0
856,M,ABC-000001,2020-08-25 00:54:55.376,2020-08-25 00:41:26.974,Role 5,17.0,5.0
856,U,GHI-000002,2020-08-25 01:15:51.407,2020-08-25 00:54:55.376,Role 1,25.0,1.0
856,V,GHI-000002,2020-08-25 02:53:34.194,2020-08-25 01:15:51.407,Role 1,26.0,1.0
856,X,GHI-000002,2020-08-25 03:19:22.643,2020-08-25 02:53:34.194,Role 1,27.0,1.0
856,R,DEF-000002,2020-08-25 04:27:39.878,2020-08-25 03:19:22.643,Role 2,22.0,2.0
856,S,DEF-000001,2020-08-25 04:38:56.003,2020-08-25 04:27:39.878,Role 2,23.0,2.0
856,T,DEF-000002,2020-08-25 04:42:21.954,2020-08-25 04:38:56.003,Role 2,24.0,2.0
857,A,ABC-000001,2020-08-24 18:34:33.472,2020-08-24 18:29:47.788,Role 5,1.0,5.0
857,B,ABC-000001,2020-08-24 20:01:00.289,2020-08-24 19:50:40.956,Role 5,3.0,5.0
857,E,ABC-000001,2020-08-24 22:31:28.209,2020-08-24 22:25:44.681,Role 5,9.0,5.0
857,F,ABC-000001,2020-08-24 22:31:30.716,2020-08-24 22:31:28.209,Role 5,10.0,5.0
857,C,ABC-000001,2020-08-24 22:31:36.492,2020-08-24 22:31:30.716,Role 5,5.0,5.0
857,D,ABC-000001,2020-08-24 23:03:13.018,2020-08-24 22:31:36.492,Role 5,7.0,5.0
857,H,ABC-000001,2020-08-24 23:03:15.664,2020-08-24 23:03:13.018,Role 5,12.0,5.0
857,G,ABC-000001,2020-08-24 23:16:18.520,2020-08-24 23:03:15.664,Role 5,11.0,5.0
857,I,ABC-000001,2020-08-25 00:18:40.387,2020-08-25 00:17:40.387,Role 5,13.0,5.0
857,J,ABC-000001,2020-08-25 00:28:25.034,2020-08-25 00:26:43.414,Role 5,14.0,5.0
857,K,ABC-000001,2020-08-25 00:29:31.034,2020-08-25 00:29:29.034,Role 5,15.0,5.0
857,M,ABC-000001,2020-08-25 00:57:54.769,2020-08-25 00:54:55.376,Role 5,17.0,5.0
857,U,GHI-000001,2020-08-25 02:02:54.489,2020-08-25 00:57:54.769,Role 1,25.0,1.0
857,V,GHI-000001,2020-08-25 07:42:31.208,2020-08-25 02:02:54.489,Role 1,26.0,1.0
857,X,GHI-000003,2020-08-25 07:42:55.635,2020-08-25 07:42:31.208,Role 1,27.0,1.0
857,R,DEF-000003,2020-08-25 10:49:08.437,2020-08-25 07:42:55.635,Role 2,22.0,2.0
857,S,DEF-000001,2020-08-25 10:55:17.162,2020-08-25 10:49:08.437,Role 2,23.0,2.0
857,T,DEF-000002,2020-08-25 11:03:06.214,2020-08-25 10:55:17.162,Role 2,24.0,2.0
857,I,ABC-000001,2020-08-25 11:04:06.214,2020-08-25 11:03:06.214,Role 5,13.0,5.0
857,J,ABC-000001,2020-08-25 11:14:16.267,2020-08-25 11:04:06.214,Role 5,14.0,5.0
857,K,ABC-000001,2020-08-25 11:15:32.510,2020-08-25 11:15:30.510,Role 5,15.0,5.0
857,O,ABC-000001,2020-08-25 11:50:25.893,2020-08-25 11:50:21.924,Role 5,19.0,5.0
857,M,ABC-000001,2020-08-25 11:54:14.616,2020-08-25 11:50:25.893,Role 5,17.0,5.0
857,BB,MNO-000001,2020-08-25 12:09:25.650,2020-08-25 11:50:25.893,Role 3,4.0,3.0
857,U,GHI-000002,2020-08-25 11:54:54.636,2020-08-25 11:54:14.616,Role 1,25.0,1.0
